Incident ID,Date,State,City,Attack,Severity,Sector,Financial Loss,Affected Users,Source,Status
CR03890,04-04-2026,Arunachal Pradesh,Itanagar,Malware,High,Banking,2868894,995,User Report,Resolved
CR03891,31-05-2025,Punjab,Chandigarh,Online Fraud,Low,Education,4098310,49304,User Report,Open
CR03892,23-04-2024,Kerala,Kozhikode,Online Fraud,Medium,Banking,3724310,15739,CERT-In,Investigating
CR03893,03-07-2025,Telangana,Warangal,Phishing,High,IT,770467,43768,User Report,Resolved
CR03894,31-05-2024,Gujarat,Surat,Ransomware,Low,IT,541215,40527,News,Open
CR03895,05-03-2024,Jammu and Kashmir,Jammu,Ransomware,Critical,E-commerce,220097,48815,News,Investigating
CR03896,19-03-2024,Kerala,Kozhikode,Data Breach,Critical,Education,1967165,37926,User Report,Investigating
CR03897,07-04-2024,Andaman and Nicobar Islands,Port Blair,Data Breach,Critical,Education,1083158,39456,News,Open
CR03898,29-12-2025,Andaman and Nicobar Islands,Port Blair,Data Breach,Low,Education,4717603,1898,CERT-In,Investigating
CR03899,08-04-2025,Goa,Margao,Malware,Medium,IT,1119545,41302,CERT-In,Resolved
CR03900,30-11-2025,Karnataka,Mysuru,Phishing,Critical,Personal,3626732,30541,Organization,Open
CR03901,21-10-2025,Chandigarh,Chandigarh,Identity Theft,High,E-commerce,4310225,31199,News,Resolved
CR03902,30-11-2024,Kerala,Kochi,DDoS,High,IT,1944194,17529,News,Open
CR03903,30-08-2024,Goa,Margao,DDoS,Critical,Education,1338079,1798,Organization,Open
CR03904,07-02-2024,West Bengal,Kolkata,DDoS,High,Education,841921,12969,News,Resolved
CR03905,16-10-2025,Maharashtra,Mumbai,DDoS,High,Healthcare,2942237,20531,Organization,Investigating
CR03906,24-06-2024,Delhi,New Delhi,Phishing,Critical,Healthcare,1729985,6996,News,Resolved
CR03907,24-04-2025,Ladakh,Leh,Online Fraud,High,IT,4788514,33300,CERT-In,Open
CR03908,20-03-2026,Himachal Pradesh,Shimla,Malware,Low,Government,2632228,12868,Organization,Resolved
CR03909,25-01-2025,Chhattisgarh,Bilaspur,Online Fraud,Low,Personal,4612098,37225,News,Resolved
CR03910,17-10-2025,Tripura,Agartala,Ransomware,Low,IT,2580542,21758,CERT-In,Resolved
CR03911,02-05-2026,Chhattisgarh,Bilaspur,Malware,High,Corporate,4295999,8979,News,Resolved
CR03912,23-03-2025,Meghalaya,Shillong,Identity Theft,Medium,IT,745765,4993,Organization,Open
CR03913,10-06-2024,Madhya Pradesh,Indore,Online Fraud,High,Personal,3136938,12693,User Report,Resolved
CR03914,18-02-2024,Haryana,Faridabad,Identity Theft,Low,Government,3928302,38059,News,Resolved
CR03915,19-02-2024,West Bengal,Durgapur,Data Breach,Medium,Corporate,4003234,4280,Organization,Investigating
CR03916,09-06-2024,Lakshadweep,Kavaratti,Identity Theft,Critical,Education,4621219,26339,Organization,Resolved
CR03917,05-01-2024,Assam,Dibrugarh,Online Fraud,Medium,E-commerce,1240483,25919,News,Open
CR03918,28-12-2025,Delhi,New Delhi,Phishing,Low,Banking,1107970,25200,News,Resolved
CR03919,07-09-2024,Rajasthan,Jaipur,DDoS,Low,Personal,3515656,17502,CERT-In,Resolved
CR03920,17-03-2024,Arunachal Pradesh,Itanagar,Data Breach,Medium,Government,3178944,35834,User Report,Open
CR03921,01-07-2026,Himachal Pradesh,Shimla,Ransomware,Low,Banking,3677781,16206,Organization,Resolved
CR03922,03-08-2025,Sikkim,Gangtok,Phishing,Low,Corporate,2788531,31767,CERT-In,Investigating
CR03923,26-07-2026,Kerala,Thiruvananthapuram,Malware,Low,Corporate,3644856,39122,News,Open
CR03924,17-11-2024,Bihar,Gaya,Data Breach,Medium,Government,2222577,13132,Organization,Open
CR03925,20-05-2025,Manipur,Imphal,Data Breach,Low,Education,2082840,26520,Organization,Open
CR03926,10-11-2024,Goa,Margao,Phishing,Medium,Corporate,3448513,49598,CERT-In,Resolved
CR03927,08-11-2025,Bihar,Muzaffarpur,Ransomware,Low,Corporate,2526564,46060,User Report,Resolved
CR03928,20-12-2025,Assam,Dibrugarh,Data Breach,High,Healthcare,988770,18803,User Report,Investigating
CR03929,05-04-2025,Delhi,New Delhi,Malware,Medium,Personal,253755,33396,CERT-In,Open
CR03930,22-06-2026,Jammu and Kashmir,Jammu,Identity Theft,Medium,IT,4440202,25241,User Report,Resolved
CR03931,30-11-2025,Jammu and Kashmir,Jammu,Malware,Low,IT,2640128,34890,News,Investigating
CR03932,16-02-2026,Sikkim,Gangtok,Ransomware,Medium,IT,4835311,22001,User Report,Investigating
CR03933,12-05-2024,Nagaland,Dimapur,Ransomware,High,Corporate,4057700,37666,User Report,Investigating
CR03934,06-12-2024,Ladakh,Leh,DDoS,High,Education,1214526,15972,User Report,Resolved
CR03935,23-05-2026,Arunachal Pradesh,Naharlagun,Malware,Low,Education,2007731,31760,News,Investigating
CR03936,01-09-2024,Punjab,Chandigarh,DDoS,Critical,Personal,4197682,29640,Organization,Open
CR03937,27-01-2024,Nagaland,Dimapur,Online Fraud,High,Education,35967,12764,CERT-In,Resolved
CR03938,23-04-2024,Tripura,Agartala,Ransomware,Low,Education,2782522,45964,CERT-In,Investigating
CR03939,01-01-2025,Chhattisgarh,Raipur,Phishing,Medium,E-commerce,678501,3289,User Report,Open
CR03940,10-06-2024,Maharashtra,Nashik,Ransomware,Critical,Banking,34137,3559,User Report,Open
CR03941,21-12-2024,Arunachal Pradesh,Itanagar,Data Breach,Low,Corporate,4241881,13874,CERT-In,Investigating
CR03942,23-09-2025,Lakshadweep,Kavaratti,Phishing,Critical,Corporate,2341506,20431,CERT-In,Investigating
CR03943,17-05-2026,Manipur,Imphal,DDoS,Medium,Education,943579,5119,User Report,Resolved
CR03944,04-10-2025,Jharkhand,Ranchi,DDoS,High,E-commerce,2493944,28879,Organization,Open
CR03945,31-01-2026,Madhya Pradesh,Indore,Online Fraud,High,Government,1136369,36971,CERT-In,Investigating
CR03946,12-07-2024,Madhya Pradesh,Gwalior,DDoS,High,Education,1304648,44618,News,Open
CR03947,22-05-2024,Gujarat,Surat,Data Breach,Medium,Banking,4118942,18834,CERT-In,Open
CR03948,20-10-2024,Kerala,Thiruvananthapuram,Malware,Medium,Education,2829753,828,News,Open
CR03949,31-10-2025,Kerala,Kozhikode,Phishing,Medium,E-commerce,3708288,10589,CERT-In,Investigating
CR03950,27-04-2025,Delhi,New Delhi,Phishing,Low,Personal,4412404,10039,CERT-In,Open
CR03951,20-04-2025,Uttarakhand,Dehradun,Phishing,High,IT,486066,9042,Organization,Open
CR03952,29-09-2025,Punjab,Chandigarh,Data Breach,Critical,Healthcare,3347664,47020,News,Resolved
CR03953,10-02-2024,Delhi,New Delhi,Phishing,High,Healthcare,3392400,14085,CERT-In,Resolved
CR03954,15-12-2025,Kerala,Thiruvananthapuram,Ransomware,High,Corporate,3764768,28358,User Report,Investigating
CR03955,07-01-2025,Meghalaya,Shillong,Online Fraud,High,IT,2183024,37730,CERT-In,Investigating
CR03956,21-02-2026,Chandigarh,Chandigarh,Online Fraud,High,Personal,4215390,14184,News,Investigating
CR03957,23-08-2025,Madhya Pradesh,Bhopal,Data Breach,Critical,Corporate,4503110,28155,CERT-In,Investigating
CR03958,23-10-2024,Himachal Pradesh,Shimla,Identity Theft,High,Government,2446743,22095,User Report,Investigating
CR03959,27-04-2026,Andhra Pradesh,Vijayawada,Malware,Low,E-commerce,4107693,32029,Organization,Resolved
CR03960,22-02-2024,Andhra Pradesh,Vijayawada,Identity Theft,High,IT,4886907,19177,User Report,Resolved
CR03961,20-06-2026,Haryana,Panipat,Online Fraud,Low,Banking,443947,5771,Organization,Resolved
CR03962,07-12-2025,Tripura,Agartala,Phishing,Medium,Healthcare,4848280,14534,News,Resolved
CR03963,07-01-2026,Chhattisgarh,Bilaspur,Ransomware,Medium,Personal,4238065,41696,CERT-In,Open
CR03964,16-08-2024,Punjab,Ludhiana,Ransomware,Critical,Government,2420014,646,CERT-In,Resolved
CR03965,23-01-2025,Punjab,Ludhiana,Identity Theft,High,Banking,4704546,44882,User Report,Open
CR03966,24-12-2025,Assam,Guwahati,Malware,Medium,Corporate,1341030,34320,CERT-In,Open
CR03967,19-07-2024,Uttar Pradesh,Kanpur,Phishing,Low,Government,2717744,28910,News,Investigating
CR03968,05-06-2025,West Bengal,Siliguri,Malware,Low,Corporate,681941,41804,Organization,Resolved
CR03969,08-04-2026,Jammu and Kashmir,Srinagar,Identity Theft,Medium,IT,1693349,49936,Organization,Resolved
CR03970,04-10-2024,Uttar Pradesh,Noida,Online Fraud,Low,E-commerce,2731364,33675,News,Open
CR03971,16-07-2026,Ladakh,Leh,Data Breach,Critical,IT,2244583,10755,Organization,Open
CR03972,26-04-2025,Kerala,Thiruvananthapuram,Identity Theft,Critical,Personal,4971021,3664,User Report,Investigating
CR03973,12-11-2024,Odisha,Bhubaneswar,Phishing,Critical,Personal,221528,4956,News,Investigating
CR03974,24-09-2025,Assam,Guwahati,Data Breach,Medium,Personal,2023125,28200,CERT-In,Open
CR03975,27-02-2026,Assam,Silchar,Data Breach,Critical,Corporate,1330401,20939,CERT-In,Investigating
CR03976,01-08-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,DDoS,Critical,Healthcare,2145688,4259,Organization,Investigating
CR03977,12-10-2024,Maharashtra,Pune,Identity Theft,Medium,Education,3036154,35540,News,Investigating
CR03978,14-05-2025,Gujarat,Surat,DDoS,High,Banking,3342276,45747,CERT-In,Open
CR03979,16-05-2026,Gujarat,Rajkot,Data Breach,Low,IT,3345825,29237,News,Open
CR03980,01-03-2024,Madhya Pradesh,Bhopal,Ransomware,Critical,Personal,3034550,36066,User Report,Investigating
CR03981,04-04-2026,Ladakh,Leh,Identity Theft,Medium,Personal,3283410,27864,User Report,Resolved
CR03982,07-06-2024,Andhra Pradesh,Guntur,Phishing,Medium,IT,4922364,29394,Organization,Investigating
CR03983,23-07-2026,Andaman and Nicobar Islands,Port Blair,Phishing,Low,Banking,1119816,34027,Organization,Investigating
CR03984,25-11-2025,Goa,Margao,DDoS,Medium,Healthcare,3200233,45914,News,Open
CR03985,14-03-2026,Kerala,Thiruvananthapuram,Identity Theft,High,IT,3281109,38359,Organization,Open
CR03986,22-03-2026,Telangana,Warangal,Data Breach,Low,Healthcare,2163912,43208,News,Investigating
CR03987,10-05-2024,Jharkhand,Ranchi,Online Fraud,Low,Corporate,4106127,38077,User Report,Resolved
CR03988,09-05-2025,Haryana,Gurugram,DDoS,Critical,IT,3778041,12646,CERT-In,Resolved
CR03989,17-04-2026,Maharashtra,Mumbai,Identity Theft,Medium,Education,1784296,18263,User Report,Resolved
CR03990,13-06-2025,Uttarakhand,Haridwar,Identity Theft,Critical,IT,947694,8779,News,Open
CR03991,03-07-2026,Telangana,Hyderabad,DDoS,Low,E-commerce,2541349,30727,User Report,Open
CR03992,04-02-2024,Tamil Nadu,Madurai,Identity Theft,Critical,E-commerce,3577075,17794,User Report,Open
CR03993,01-01-2024,Uttar Pradesh,Kanpur,Data Breach,Medium,Banking,1178864,49663,User Report,Resolved
CR03994,24-02-2024,Andhra Pradesh,Vijayawada,Ransomware,High,Personal,871606,18155,Organization,Investigating
CR03995,15-02-2025,Delhi,New Delhi,Data Breach,Critical,E-commerce,2808903,12926,User Report,Investigating
CR03996,18-08-2024,Telangana,Hyderabad,Identity Theft,High,IT,1804454,17845,Organization,Investigating
CR03997,04-01-2026,Andhra Pradesh,Guntur,Phishing,High,Personal,4606989,45336,News,Open
CR03998,12-01-2026,Himachal Pradesh,Shimla,Online Fraud,High,IT,681680,23535,CERT-In,Resolved
CR03999,15-03-2026,Andaman and Nicobar Islands,Port Blair,Online Fraud,High,IT,182549,8809,News,Investigating
CR04000,09-07-2025,West Bengal,Kolkata,Data Breach,Critical,Personal,3520316,8858,News,Resolved
CR04001,11-02-2025,Meghalaya,Shillong,Phishing,Medium,Government,1074540,27853,CERT-In,Open
CR04002,21-02-2025,Nagaland,Kohima,DDoS,Critical,IT,998490,28412,User Report,Resolved
CR04003,01-11-2024,Uttarakhand,Haridwar,Malware,Critical,Government,203025,8627,User Report,Resolved
CR04004,10-12-2025,Goa,Margao,DDoS,High,Healthcare,4588061,2560,News,Investigating
CR04005,25-03-2025,Puducherry,Puducherry,Malware,Medium,E-commerce,4898359,8188,News,Open
CR04006,13-10-2024,Jharkhand,Jamshedpur,DDoS,Medium,Banking,111296,12305,Organization,Investigating
CR04007,19-01-2024,Nagaland,Kohima,Ransomware,High,Banking,4900892,49896,Organization,Open
CR04008,23-06-2025,Tamil Nadu,Coimbatore,Identity Theft,Low,E-commerce,3675412,47355,News,Resolved
CR04009,26-07-2026,Lakshadweep,Kavaratti,Data Breach,Critical,Government,3301483,10616,Organization,Resolved
CR04010,09-02-2026,Telangana,Hyderabad,Phishing,Low,Government,1827319,42336,Organization,Open
CR04011,21-06-2026,West Bengal,Durgapur,Online Fraud,High,Government,2856198,36210,User Report,Resolved
CR04012,03-04-2026,Gujarat,Rajkot,Identity Theft,High,Education,3669433,36682,User Report,Open
CR04013,21-04-2026,Telangana,Warangal,DDoS,Medium,Personal,2469609,5661,User Report,Resolved
CR04014,02-09-2025,Tamil Nadu,Madurai,Identity Theft,Medium,Personal,3471833,15978,News,Resolved
CR04015,13-08-2025,Punjab,Chandigarh,Malware,Medium,IT,3134615,22342,News,Resolved
CR04016,13-04-2026,Uttar Pradesh,Noida,Malware,Medium,Healthcare,3814831,37698,News,Investigating
CR04017,04-05-2024,Karnataka,Bengaluru,Ransomware,High,E-commerce,1949907,17733,CERT-In,Resolved
CR04018,11-06-2024,Chandigarh,Chandigarh,Online Fraud,Critical,Healthcare,4244236,27282,CERT-In,Investigating
CR04019,10-08-2025,Karnataka,Bengaluru,Malware,High,IT,4638173,45993,Organization,Resolved
CR04020,29-04-2026,Jammu and Kashmir,Jammu,Malware,High,Personal,4906657,31721,User Report,Resolved
CR04021,05-04-2025,Gujarat,Surat,Malware,Critical,Government,2751633,42809,Organization,Resolved
CR04022,29-05-2026,Odisha,Bhubaneswar,DDoS,High,Personal,3661967,48757,CERT-In,Open
CR04023,02-02-2024,Telangana,Hyderabad,Data Breach,Critical,Corporate,805574,17480,CERT-In,Resolved
CR04024,05-01-2026,Andaman and Nicobar Islands,Port Blair,Phishing,High,Education,4069778,30689,Organization,Investigating
CR04025,03-04-2025,Andhra Pradesh,Guntur,Phishing,High,Personal,4561543,21024,CERT-In,Resolved
CR04026,28-12-2025,Uttar Pradesh,Kanpur,Malware,High,Education,509404,17932,Organization,Investigating
CR04027,20-10-2024,Jammu and Kashmir,Jammu,DDoS,Low,Healthcare,1067400,28223,News,Resolved
CR04028,27-09-2024,Chhattisgarh,Bilaspur,Data Breach,High,Banking,1383777,31006,Organization,Resolved
CR04029,28-01-2025,Chandigarh,Chandigarh,Online Fraud,High,Corporate,3426657,25484,Organization,Open
CR04030,19-11-2025,Goa,Margao,Data Breach,Medium,Government,2164225,43504,User Report,Investigating
CR04031,15-04-2025,Odisha,Cuttack,Online Fraud,Medium,Government,663976,46705,User Report,Open
CR04032,27-10-2025,Chhattisgarh,Bilaspur,Ransomware,High,Personal,4008899,43672,News,Investigating
CR04033,25-06-2024,Tripura,Agartala,Identity Theft,Low,Government,4621286,35396,News,Investigating
CR04034,15-05-2024,Uttarakhand,Haridwar,Ransomware,Critical,Education,1916625,41204,CERT-In,Resolved
CR04035,22-05-2026,Jammu and Kashmir,Jammu,Identity Theft,Low,E-commerce,134482,27007,Organization,Investigating
CR04036,11-01-2025,Lakshadweep,Kavaratti,Ransomware,Medium,Banking,1363896,43251,CERT-In,Open
CR04037,10-03-2026,Kerala,Kochi,Identity Theft,Critical,E-commerce,1267534,3165,Organization,Open
CR04038,08-04-2025,Jammu and Kashmir,Srinagar,Online Fraud,Medium,Government,761686,47853,Organization,Open
CR04039,02-04-2026,Andhra Pradesh,Visakhapatnam,Online Fraud,Low,Education,3115319,2709,User Report,Investigating
CR04040,07-02-2024,Telangana,Hyderabad,Malware,Low,Corporate,3536971,27577,CERT-In,Investigating
CR04041,18-03-2026,Tripura,Agartala,DDoS,Low,IT,203253,22025,User Report,Open
CR04042,13-07-2024,Gujarat,Vadodara,Ransomware,High,IT,869243,47764,CERT-In,Resolved
CR04043,06-11-2025,Maharashtra,Nashik,DDoS,Critical,Banking,4058402,21817,User Report,Investigating
CR04044,09-05-2025,Nagaland,Kohima,Identity Theft,High,Government,4323272,7632,User Report,Open
CR04045,12-01-2026,Chhattisgarh,Raipur,Identity Theft,High,E-commerce,223230,32729,CERT-In,Resolved
CR04046,12-11-2024,Lakshadweep,Kavaratti,Malware,Low,Government,2516112,13811,News,Open
CR04047,15-10-2025,West Bengal,Kolkata,Data Breach,High,Banking,4062357,39355,Organization,Resolved
CR04048,22-07-2026,Andhra Pradesh,Visakhapatnam,Online Fraud,Low,Banking,904907,38573,Organization,Resolved
CR04049,20-02-2025,Andhra Pradesh,Guntur,Identity Theft,Medium,Corporate,4952544,46712,News,Open
CR04050,08-04-2026,Delhi,New Delhi,Ransomware,Medium,Government,4067063,16654,News,Investigating
CR04051,21-11-2025,Tamil Nadu,Madurai,Identity Theft,Low,Healthcare,4661376,23792,Organization,Investigating
CR04052,31-07-2025,Uttarakhand,Haridwar,Ransomware,High,E-commerce,2417446,16150,Organization,Investigating
CR04053,16-08-2025,Meghalaya,Shillong,Phishing,Low,Personal,46140,22896,Organization,Open
CR04054,26-05-2024,West Bengal,Kolkata,Online Fraud,Critical,E-commerce,1445040,35280,News,Open
CR04055,14-05-2025,Jharkhand,Ranchi,Data Breach,High,IT,1146084,11450,CERT-In,Open
CR04056,29-03-2024,Assam,Guwahati,Data Breach,Medium,E-commerce,3282607,49775,Organization,Resolved
CR04057,04-03-2025,Puducherry,Puducherry,DDoS,High,Personal,3201183,49270,CERT-In,Open
CR04058,04-09-2024,Karnataka,Mysuru,Malware,High,Personal,4237257,17172,News,Open
CR04059,23-07-2025,Uttarakhand,Haridwar,Ransomware,Medium,Corporate,615714,5220,CERT-In,Resolved
CR04060,09-03-2025,Bihar,Muzaffarpur,Data Breach,Critical,E-commerce,2320328,11447,Organization,Resolved
CR04061,18-04-2024,Puducherry,Puducherry,Phishing,High,Personal,330159,49561,User Report,Resolved
CR04062,31-10-2025,Uttarakhand,Dehradun,Data Breach,High,Government,2597322,18466,User Report,Resolved
CR04063,17-08-2025,Assam,Guwahati,Online Fraud,Critical,Healthcare,986822,23034,News,Resolved
CR04064,12-01-2026,Goa,Margao,Ransomware,Critical,E-commerce,2114291,45181,Organization,Open
CR04065,12-09-2024,Gujarat,Vadodara,Ransomware,High,Corporate,4412168,31071,Organization,Resolved
CR04066,22-03-2025,Rajasthan,Jodhpur,Ransomware,Critical,Personal,3489554,47898,CERT-In,Open
CR04067,08-08-2024,Uttar Pradesh,Kanpur,Malware,Medium,IT,2859904,15661,Organization,Open
CR04068,12-06-2024,Andaman and Nicobar Islands,Port Blair,Phishing,Critical,Personal,2936627,15730,User Report,Resolved
CR04069,12-05-2024,Meghalaya,Shillong,Ransomware,Critical,IT,1124105,9513,CERT-In,Open
CR04070,09-08-2024,Madhya Pradesh,Indore,Malware,Critical,IT,338603,42274,Organization,Open
CR04071,11-10-2024,Kerala,Kozhikode,DDoS,High,E-commerce,1054761,10196,Organization,Resolved
CR04072,10-03-2025,Meghalaya,Shillong,Online Fraud,Critical,IT,4195545,5690,CERT-In,Open
CR04073,05-10-2025,Andaman and Nicobar Islands,Port Blair,Ransomware,High,Education,3170563,9134,Organization,Investigating
CR04074,25-11-2025,Rajasthan,Udaipur,Online Fraud,Low,Healthcare,1965912,26415,Organization,Resolved
CR04075,26-05-2024,Goa,Margao,Ransomware,High,Banking,4842433,9606,CERT-In,Investigating
CR04076,15-10-2025,Uttarakhand,Dehradun,DDoS,Critical,Government,170492,38172,Organization,Resolved
CR04077,16-05-2025,Nagaland,Dimapur,Phishing,High,Corporate,2419687,34371,User Report,Investigating
CR04078,13-11-2025,Assam,Guwahati,Malware,Low,Personal,1176643,17761,CERT-In,Investigating
CR04079,19-11-2025,Arunachal Pradesh,Naharlagun,Malware,High,E-commerce,3982728,20007,CERT-In,Investigating
CR04080,12-05-2024,Mizoram,Aizawl,Online Fraud,Low,Education,3653888,37514,User Report,Open
CR04081,13-12-2025,Sikkim,Gangtok,Phishing,Low,IT,1392256,45734,CERT-In,Resolved
CR04082,01-01-2026,Delhi,New Delhi,Identity Theft,Low,Education,499810,13806,News,Open
CR04083,21-01-2026,Chhattisgarh,Raipur,Identity Theft,Critical,Government,2111595,9800,User Report,Resolved
CR04084,13-02-2026,West Bengal,Durgapur,Online Fraud,High,Education,51479,33532,CERT-In,Open
CR04085,04-07-2024,Bihar,Gaya,Identity Theft,Low,Government,2517777,45151,CERT-In,Investigating
CR04086,14-07-2026,Himachal Pradesh,Shimla,Ransomware,Critical,Government,4970361,42566,News,Resolved
CR04087,04-01-2025,Uttarakhand,Haridwar,DDoS,High,Education,2066660,48671,News,Open
CR04088,28-04-2025,West Bengal,Durgapur,Ransomware,Medium,IT,4698098,11858,CERT-In,Resolved
CR04089,23-07-2024,Lakshadweep,Kavaratti,Malware,High,Banking,4040869,11706,Organization,Open
CR04090,22-01-2026,Puducherry,Puducherry,Ransomware,Medium,IT,2915723,41849,CERT-In,Investigating
CR04091,01-03-2025,Andhra Pradesh,Vijayawada,Identity Theft,High,Government,821263,29711,Organization,Investigating
CR04092,20-06-2026,Manipur,Imphal,Identity Theft,Critical,E-commerce,1657971,18910,CERT-In,Open
CR04093,20-07-2026,Puducherry,Puducherry,Malware,Medium,Government,1756995,31450,CERT-In,Open
CR04094,18-01-2025,Odisha,Cuttack,Data Breach,High,Banking,1735677,14129,News,Resolved
CR04095,04-04-2024,Andaman and Nicobar Islands,Port Blair,Phishing,Medium,Personal,3313503,37738,Organization,Investigating
CR04096,24-03-2026,Uttar Pradesh,Noida,Phishing,Medium,E-commerce,2134471,30054,News,Investigating
CR04097,15-01-2026,Nagaland,Kohima,Identity Theft,Low,IT,4641476,39220,CERT-In,Resolved
CR04098,26-03-2025,Meghalaya,Shillong,Data Breach,High,Banking,3203103,37218,User Report,Investigating
CR04099,07-03-2025,Madhya Pradesh,Bhopal,Online Fraud,Medium,Education,2268504,42386,CERT-In,Investigating
CR04100,30-04-2024,Goa,Panaji,Ransomware,High,Personal,40919,35652,User Report,Resolved
CR04101,11-01-2025,Punjab,Chandigarh,Identity Theft,High,Healthcare,4926978,9124,User Report,Open
CR04102,05-05-2024,Delhi,New Delhi,Online Fraud,High,IT,2135539,43823,CERT-In,Investigating
CR04103,02-08-2024,Himachal Pradesh,Dharamshala,Ransomware,Critical,Education,3176980,46445,User Report,Investigating
CR04104,14-01-2026,Delhi,New Delhi,DDoS,Medium,E-commerce,4652050,4447,User Report,Open
CR04105,15-03-2026,Assam,Guwahati,Online Fraud,Critical,Personal,2539777,36392,News,Open
CR04106,01-08-2025,West Bengal,Durgapur,Malware,Low,IT,842663,26298,Organization,Resolved
CR04107,05-03-2026,Andaman and Nicobar Islands,Port Blair,Malware,Medium,Personal,4785435,4564,User Report,Resolved
CR04108,29-03-2024,Nagaland,Kohima,Malware,High,Banking,4077133,30789,CERT-In,Resolved
CR04109,24-12-2024,Rajasthan,Udaipur,Ransomware,Low,E-commerce,370357,39898,News,Open
CR04110,08-06-2024,Meghalaya,Shillong,Data Breach,Low,E-commerce,2551449,5738,News,Investigating
CR04111,30-11-2024,Rajasthan,Udaipur,Identity Theft,Medium,Banking,3367726,22389,News,Resolved
CR04112,16-09-2025,Delhi,New Delhi,Phishing,Low,Banking,1674820,25071,Organization,Resolved
CR04113,19-06-2025,Jammu and Kashmir,Jammu,DDoS,Medium,Government,2309393,171,News,Resolved
CR04114,02-03-2024,Rajasthan,Jaipur,Online Fraud,Critical,Healthcare,3900380,47512,CERT-In,Investigating
CR04115,30-03-2024,Haryana,Panipat,Malware,High,Banking,2106903,46973,CERT-In,Open
CR04116,27-03-2026,Chhattisgarh,Bilaspur,Identity Theft,Low,Education,2201712,10527,News,Open
CR04117,24-04-2026,Haryana,Faridabad,Ransomware,High,Education,3088395,9622,Organization,Investigating
CR04118,27-05-2024,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Ransomware,High,Healthcare,590638,18439,News,Resolved
CR04119,07-08-2025,Jharkhand,Jamshedpur,Malware,Medium,Healthcare,272828,2347,User Report,Investigating
CR04120,11-05-2025,Assam,Guwahati,Identity Theft,High,Banking,3488360,14088,Organization,Investigating
CR04121,03-03-2026,West Bengal,Siliguri,Data Breach,High,Personal,2694080,16031,News,Investigating
CR04122,02-09-2025,Meghalaya,Shillong,DDoS,Low,Healthcare,4846242,47551,CERT-In,Open
CR04123,15-11-2024,Jammu and Kashmir,Srinagar,Ransomware,High,IT,991025,33219,News,Resolved
CR04124,23-03-2025,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Ransomware,High,Personal,1696067,5394,User Report,Resolved
CR04125,02-05-2024,Delhi,New Delhi,Online Fraud,Medium,Corporate,407363,32468,User Report,Open
CR04126,10-03-2025,Punjab,Chandigarh,Phishing,Critical,Education,4098515,22949,CERT-In,Open
CR04127,06-11-2025,Andhra Pradesh,Guntur,Data Breach,Medium,Corporate,1177793,39952,User Report,Investigating
CR04128,26-03-2025,Andaman and Nicobar Islands,Port Blair,Ransomware,Critical,Healthcare,1279797,15203,News,Resolved
CR04129,25-09-2024,Puducherry,Puducherry,Ransomware,Critical,Education,496457,43699,News,Resolved
CR04130,06-02-2026,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Online Fraud,Low,Healthcare,1214202,14190,CERT-In,Resolved
CR04131,21-04-2025,Chhattisgarh,Raipur,Ransomware,Medium,Government,1759831,28099,Organization,Open
CR04132,21-11-2025,Chhattisgarh,Raipur,Identity Theft,High,Healthcare,2746880,24777,User Report,Resolved
CR04133,31-01-2025,Mizoram,Aizawl,Ransomware,High,Education,4404797,9785,News,Open
CR04134,22-04-2026,Odisha,Cuttack,Data Breach,Low,E-commerce,1894147,8451,News,Investigating
CR04135,10-09-2025,Assam,Guwahati,Identity Theft,Critical,Personal,4982604,401,Organization,Resolved
CR04136,15-02-2026,Uttar Pradesh,Lucknow,Data Breach,Medium,Corporate,2721186,25257,CERT-In,Open
CR04137,23-09-2024,Arunachal Pradesh,Itanagar,Ransomware,High,Personal,4444329,8718,User Report,Resolved
CR04138,19-01-2024,Sikkim,Gangtok,Identity Theft,Critical,Personal,2800962,4327,User Report,Resolved
CR04139,10-11-2024,Bihar,Muzaffarpur,Malware,Medium,Banking,4442831,7111,News,Open
CR04140,31-03-2025,Nagaland,Dimapur,DDoS,Critical,Corporate,4286055,39070,User Report,Resolved
CR04141,02-06-2025,Madhya Pradesh,Bhopal,Malware,Medium,E-commerce,2276519,36808,User Report,Resolved
CR04142,20-01-2026,Mizoram,Aizawl,Malware,Medium,Education,2185681,12951,Organization,Resolved
CR04143,12-08-2025,Madhya Pradesh,Bhopal,Ransomware,Low,Government,3491241,35617,CERT-In,Open
CR04144,24-02-2026,Manipur,Imphal,DDoS,Low,Corporate,4948344,46448,Organization,Investigating
CR04145,05-01-2026,Goa,Margao,Identity Theft,Low,Personal,1755747,47226,CERT-In,Resolved
CR04146,24-09-2025,Manipur,Imphal,Online Fraud,High,E-commerce,2452189,47621,CERT-In,Investigating
CR04147,08-01-2025,Punjab,Chandigarh,Identity Theft,High,Healthcare,3102131,27082,Organization,Resolved
CR04148,13-10-2024,Manipur,Imphal,Ransomware,High,Corporate,416169,598,News,Open
CR04149,24-10-2025,Punjab,Amritsar,Online Fraud,Medium,Government,2149772,6904,CERT-In,Investigating
